They tend to seek peaceful human interaction.	Kadalasan silang naghahanap ng mapayamang pakikipag-ugnayan sa mga tao.			Study hard for our future.	Mag-aral ng mabuti para sa ating kinabukasan.			That middle computer on the right is broken.	Sira iyong gitnang kompyuter sa kanan.
Does this match you?	Tugma ba ito sa iyo?			Don't be ashamed to ask.	Wag mahihiyang mag-tanong.			This middle computer in the middle is broken.	Sira itong gitnang kompyuter sa gitna.
Does this even match you?	Mayroong tugma ba ito sa iyo?			Can you help me with my home work?	Pwede mo ba akong tulungan sa aking takdang-aralin?			That middle computer in the middle is broken.	Sira iyong gitnang kompyuter sa gitna.
I can be really sensitive to the situation.	Kaya kong maging talagang sensitibo sa sitwasyon.			How hard is the assignment?	Gaano kahirap ang takdang-aralin?			The computers are broken.	Sira ang mga kompyuter.
Only when it is something you are interested in.	Kapag lamang ito ay isang bagay na interesado ka.			Keep the school clean.	Panatilihing malinis ang paaralan.			The computers on the left are broken.	Sira ang mga kompyuter sa kaliwa.
I am gentle and attentive to other people.	Ako ay magiliw at maasikaso sa ibang tao.			Learn to be an active listener.	Matutong maging isang aktibong tagapakinig.			The computers on the right are broken.	Sira ang mga kompyuter sa kanan.
When it involves homework.	Kapag tungkol ito sa takdang-aralin.			Have you seen my pen?	Nakita mo ba ang aking panulat?			The computers in the middle are broken.	Sira ang mga kompyuter sa gitna.
What about you?	Ano naman sa iyo?			I am shocked over all the deadlines and schedules.	Nagulat ako sa lahat ng mga deadline at iskedyul.			These computers are broken.	Sira itong mga kompyuter.
You worked hard this time.	Nagtrabaho ka ng husto ngayon oras na ito.			Was the lesson hard?	Mahirap ba ang aralin?			Those computers are broken.	Sira iyong mga kompyuter.
She did worse than usual.	Mas masama ang gawa niya kaysa sa karaniwan.			There are so many assignments!	Ang daming mga takdang-aralin!			These computers on the left are broken.	Sira itong mga kompyuter sa kaliwa.
But she still got a higher score.	Pero mas mataas pa rin ang nakuha niyang marka.			Did you do your assignment?	Ginawa mo ba ang takdang-aralin mo?			Those computers on the left are broken.	Sira iyong mga kompyuter sa kaliwa.
But she still got a higher score.	Ngunit mas mataas pa rina ng nakuha niyang marka.			I can't understand.	Hindi ko maintindihan.			These computers on the right are broken.	Sira itong mga kompyuter sa kanan.
Good work, boys.	Magandang trabaho, mga lalaki.			How did you do this?	Paano mo ito ginawa?			Those computers on the right are broken.	Sira iyong mga kompyuter sa kanan.
Good work, girls.	Magandang trabaho, mga babae.			I like my school.	Gusto ko ang aking paaralan.			These computers in the middle are broken.	Sira itong mga kompyuter sa gitna.
How should I put it?	Paano ko ito ilalagay?			Be strong.	Magpakatatag ka.			Those computers in the middle are broken.	Sira iyong mga kompyuter sa gitna.
You did everything you can.	Ginawa mo ang lahat ng kaya mong gawin.			I have a lot of friends in my school.	Marami akong kaibigan sa paaralan.			All the computers are broken.	Sira ang lahat ng mga kompyuter.
You did everything you can.	Ginawa ninyo ang lahat ng kaya ninyong gawin.			We always tried our best to study well and write our exams well.	Lagi naming sinusubukan hanggang sa abot ng aming makakaya na mag-aral nang mabuti at isulat ang aming mga pagsusulit nang maayos.			All the computers on the left are broken.	Sira ang lahat ng mga kompyuter sa kaliwa.
You did the best you could.	Ginawa mo ang pinakamahusay na magagawa mo.			Students want to learn.	Gusto ng mga esturdyanteng matuto.			All the computers on the right are broken.	Sira ang lahat ng mga kompyuter sa kanan.
You did the best you could.	Ginawa ninyo ang pinakamahusay na magagawa ninyo.			Are all assignments submitted?	Naipasa na ba lahat ng mga takdang-aralin?			All the computers in the middle are broken.	Sira ang lahat ng mga kompyuter sa gitna.
Can you be a bit more considerate?	Kaya mo bang maging kaunti pang maalalahanin?			There is a lot of homework.	Napakarami ng takdang-aralin.			All these computers are broken.	Sira lahat itong mga kompyuter.
I envy how the two of you are such fine young ladies.	Naiingit ako kung paano kayong dalawa ay napakagandang kababaihan.			I'm not good when it comes to math.	Hindi ako magaling pagdating sa matematika.			All those computers are broken.	Sira lahat iyong mga kompyuter.
Not at all.	Hindi talaga.			You are better than a warrior.	Daig mo pa isang mandirigma.			All these computers on the left are broken.	Sira lahat itong mga kompyuter sa kaliwa.
You are too kind.	Masyado kang mabait.			He is a mute.	Siya ay isang pipi.			All those computers on the left are broken.	Sira lahat iyong mga kompyuter sa kaliwa.
To get such wonderful grades at that school.	Upang makakuha ng ganoong magagandang grado sa paaralan na iyon.			You walk so slow!	Ang bagal mo maglakad!			All these computers on the right are broken.	Sira lahat itong mga kompyuter sa kanan.
To get such wonderful grades at that school.	Para makakuha ng ganoong magagandang grado sa paaralan na iyon.			Hopefully you won’t be late in class tomorrow.	Huwag ka sana mahuli sa klase bukas.			All those computers on the right are broken.	Sira lahat iyong mga kompyuter sa kanan.
I wish my children had a fraction of your ability.	Sana ang mga anak ko ay magkaroon din ng maliit na bahagi ng iyong kakayanan.			I went to Mrs. Alicia's house.	Pumunta ako sa bahay ni Aling Alicia.			All these computers in the middle are broken.	Sira lahat itong mga kompyuter sa gitna.
I am being praised because I am her sister.	Pinupuri niya ako dahil ako ay kanyang kapatid na babae.			Fried fish is our viand tonight.	Piniritong isda ang ating ulam mamayang gabi.			All those computers in the middle are broken.	Sira lahat iyong mga kompyuter sa gitna.
I am being praised because I am her brother.	Pinupuri niya ako dahil ako ay kanyang kapatid na lalaki.			I have to cook rice.	Kailangn kong magsaing.			Is the fifth computer broken?	Sira ba ang ikalimang kompyuter?
I am being praised because I am her sbling.	Pinupuri niya ako dahil ako ay kanyang kapatid.			When I go to the market, I haggle with the vendors.	Kapag pumupunta ako sa palengke, nakikipagtawaran ako sa mga tindero't tindera.			Is the fifth computer on the left is broken?	Sira ba ang ikalimang kompyuter sa kaliwa?
So I cannot really appreciate it.	Kaya hindi ko talaga mapasalamatan ito.			Which of the two of us is fatter?	Sino sa aming dalawa ang mas mataba?			Is the fifth computer on the right is broken?	Sira ba ang ikalimang kompyuter sa kanan?
How about watching a movie for once?	Kung manood kaya tayo ng pelikula ngayon?			Google Translate was launched on April 28, 2006	Inilunsad ang Google Translate noong ika-28 ng Abril, 2006.			Is the fifth computer in the middle is broken?	Sira ba ang ikalimang kompyuter sa gitna?
How about we go home?	Kung umuwi kaya tayo?			The clock that Mom bought is round-shaped.	Hugis bilog ang orasang binili ni Nanay.			Is this fifth computer broken?	Sira ba itong ikalimang kompyuter?
How about we meet later?	Kung magkita kaya tayo mamaya?			I greeted Mr. Pedro	Bumati ako kay Ginoong Pedro.			Is that fifth computer broken?	Sira ba iyong ikalimang kompyuter?
How about we go home and meet later?	Kung umuwi tayo at magkita mamaya?			Do not be a coward for this is a fight.	Huwag kang maging duwag sapagkat ito'y isang labanan.			Is this fifth computer on the left is broken?	Sira ba itong ikalimang kompyuter sa kaliwa?
Let us do that.	Gawin natin iyan.			I have something to tell you.	May sasabihin ako sayo.			Is that fifth computer on the left is broken?	Sira ba iyong ikalimang kompyuter sa kaliwa?
Tests are over.	Tapos na ang mga pagsusulit.			Rebellion is not a solution to the problem.	Hindi solusyon sa problema ang rebelyon.			Is this fifth computer on the right is broken?	Sira ba itong ikalimang kompyuter sa kanan?
If you studied that hard, you could have done better.	Kung nag-aral ka nang husto, maaaring mas mahusay ang nagawa mo.			Did you bring a bundle of flower to the lady?	Dinalhan mo ba ng kumpol ng bulaklak ang dalaga?			Is that fifth computer on the right is broken?	Sira ba iyong ikalimang kompyuter sa kanan?
You got used to sleeping in?	Nasanay kang matulog hanggang tanghali?			Dresses make her look like a doll.	Pinagmumukha siyang manika ng mga bestida.			Is this fifth computer in the middle is broken?	Sira ba itong ikalimang kompyuter sa gitna?
The only thing they have in common is their laziness.	Ang bagay lang na pareho sila ay ang kanilan katamaran.			They are creepier than I expected.	Mas nakakatakot sila kaysa sa aking inaasahan.			Is that fifth computer in the middle is broken?	Sira ba iyong ikalimang kompyuter sa gitna?
We are in the same class again.	Tayo ay nasa parehong klase ulit.			Did already visit your friend?	Binisita mo na ba ang iyong kaibigan?			Is the first computer broken?	Sira ba ang unang kompyuter?
You are right.	Ikaw ay tama.			You're like the sea, deep and mysterious.	Para kang dagat, malalim at misteryoso.			Is the first computer on the left is broken?	Sira ba ang unang kompyuter sa kaliwa?
That is great.	Maganda iyan.			I feel the coldness and sharpness of metal that is slicing my insides.	Ramdam ko ang lamig at tulis ng bakal na humihiwa sa aking kalamnan.			Is the first computer on the right is broken?	Sira ba ang unang kompyuter sa kanan?
You are in our class.	Ikaw ay nasa aming klase.			You smile yet your eyes are blank.	Ngumingiti ka pero blangko ang iyong mga mata.			Is the first computer in the middle is broken?	Sira ba ang unang kompyuter sa gitna?
Let us have another great year.	Magkaroon tayo ng isa pang magandang taon.			Your eyes are shining and twinkling like the stars.	Nagniningning at nagliliwanag ang iyong mga mata tulad ng mga tala.			Is this first computer broken?	Sira ba itong unang kompyuter?
We are in the same class.	Tayo ay nasa parehong klase.			Can you please turn on the electric fan?	Pwede mo bang buksan ang bentilador?			Is that first computer broken?	Sira ba iyong unang kompyuter?
He is the only one in a different class.	Siya lamang ang nasa ibang klase.			Because I'm already used to pain, I fell numb.	Dahil sanay na ko sa sakit, namamanhid na ko.			Is this first computer on the left is broken?	Sira ba itong unang kompyuter sa kaliwa?
She is the only one in a different class.	Siya lamang ang nasa ibang klase.			I am used to the aroma of coffee in the morning.	Nasanay ako sa aroma ng kape sa umaga.			Is that first computer on the left is broken?	Sira ba iyong unang kompyuter sa kaliwa?
What class are you in?	Nasa anong klase ka?			He laid down on the hay because of exhaustion.	Humiga siya sa dayami nang dahil sa pagod.			Is this first computer on the right is broken?	Sira ba itong unang kompyuter sa kanan?
I wonder how class assignments are decided.	Pinag-iisipan ko kung paano naipapasya ang pagkakatakda ng klase.			I always stutter whenever I talk to him.	Nauutal ako palagi sa tuwing kausap siya.			Is that first computer on the right is broken?	Sira ba iyong unang kompyuter sa kanan?
They might try to avoid grouping all the good students together.	Maaring iniiwasan nilang pagsama-samahin ang lahat ng magagaling na mag-aaral.			He was fierce like a wolf.	Mabangis siya tulad ng isang lobo.			Is this first computer in the middle is broken?	Sira ba itong unang kompyuter sa gitna?
Or they try to divide up relatives.	O baka sinusubukan nilang paghiwalayin ang mga magkakamag-anak.			The grass is greener today.	Mas luntian ang mga damo ngayon.			Is that first computer in the middle is broken?	Sira ba iyong unang kompyuter sa gitna?
Or split up the troublemakers as much as possible.	O baka pinaghihiwalay ang mga magugulo kung posible.			My knees weakened when I stared at his gray eyes.	Nanghina ang mga tuhod ko nang titigan ko ang kulay abo niyang mga mata.			Is the second computer broken?	Sira ba ang ikalawang kompyuter?
It depends on the school.	Depende ito sa paaralan,			I am willing to be his slave.	Bukal sa aking kalooban na maging alipin niya.			Is the second computer on the left is broken?	Sira ba ang ikalawang kompyuter sa kaliwa?
It probably depends on the school.	Depende siguro ito sa paaralan.			He waited for just nothing .	Naghintay siya para lang sa wala.			Is the second computer on the right is broken?	Sira ba ang ikalawang kompyuter sa kanan?
In television shows, all the troublemakers end up in one class.	Sa mga palabas sa telebisyon, lahat ng magugulo ay nagkakasama sa isang klase.			You are as pretty as the sky.	Kasingganda mo ang langit.			Is the second computer in the middle is broken?	Sira ba ang ikalawang kompyuter sa gitna?
The teacher usually decides roles for the first semester.	Ang guro ang nagpapasya ng mga gagampanan para sa unang semestre.			You always leave me with endless broken promises.	Lagi mo akong iniiwanan ng walang katapusang mga pangakong napapako.			Is this second computer broken?	Sira ba itong ikalawang kompyuter?
It is hard for the students to choose.	Mahirap para sa mga mag-aaral ang pumili.			The slowest way of suicide was loving you.	Ang pinakamabagal na paraan ng pagpapakamatay ay ang mahalin ka.			Is that second computer broken?	Sira ba iyong ikalawang kompyuter?
It is easier for her if she chooses a good student.	Mas madali para sa kanya kung pumili siya ng magaling na mag-aaral.			I made myself believe that you could love me.	Pinaniwala ko ang sarili kong kaya mo kong mahalin.			Is this second computer on the left is broken?	Sira ba itong ikalawang kompyuter sa kaliwa?
It looks like we will have another fun class with that teacher.	Mukhang magkakaroon na naman tayo ng isa pang masayang klase kasama ang gurong iyon.			I was blinded by a lie.	Binulag ako ng isang kasinungalingan.			Is that second computer on the left is broken?	Sira ba iyong ikalawang kompyuter sa kaliwa?
The class atmosphere usually depends on the teacher.	Ang kapaligiran ng klase ay karaniwang nakasalalay sa guro.			The changing of colors of chameleons is like magic.	Tila mahika ang pag-iiba ng kulay ng mga unyango.			Is this second computer on the right is broken?	Sira ba itong ikalawang kompyuter sa kanan?
I did not skip elementary.	Hindi ako lumaktaw ng elementarya.			You disappeared in a bliink of an eye.	Nawala ka sa isang kisap-mata.			Is that second computer on the right is broken?	Sira ba iyong ikalawang kompyuter sa kanan?
He could have passed but decided not to come.	Maaaring nakapasa siya ngunit nagpasyang hindi pumunta.			Was that assignment difficult?	Ganyan ba kahirap ang takdang-aralin?			Is this second computer in the middle is broken?	Sira ba itong ikalawang kompyuter sa gitna?
She could have passed but decided not to come.	Maaaring nakapasa siya ngunit nagpasyang hindi pumunta.			A noun is a name of a person, animal, thing, etc.	Ang pangngalan ay ngalan ng tao, hayop ,bagay, atbp.			Is that second computer in the middle is broken?	Sira ba iyong ikalawang kompyuter sa gitna?
He could have passed but decided not to come.	Maaaring nakapasa siya pero nagdesisyong hindi pumunta.			Arrange your chairs.	Isaayos niyo ang mga upuan niyo.			Is the third computer broken?	Sira ba ang ikatlong kompyuter?
She could have passed but decided not to come.	Maaaring nakapasa siya pero nagdesisyong hindi pumunta.			The project will be passed this Thursday.	Ang proyekto ay ipapasa ngayong Huwebes.			Is the third computer on the left is broken?	Sira ba ang ikatlong kompyuter sa kaliwa?
We were looking for the nurse's office.	Hinahanap namin ang opisina ng nars.			Science is fun to learn.	Ang Siyensya ay masayang pag-aralan.			Is the third computer on the right is broken?	Sira ba ang ikatlong kompyuter sa kanan?
We were looking for the clinic.	Hinahanap namin ang klinika.			The quiz was easy!	Madali ang pagsusulit!			Is the third computer in the middle is broken?	Sira ba ang ikatlong kompyuter sa gitna?
I have never stepped foot in art room.	Ako ay hindi kailanman nakatapak sa silid ng sining.			I get scared when the teacher gets mad.	Natatakot ako kapag nagagalit ang guro.			Is this third computer broken?	Sira ba itong ikatlong kompyuter?
I have never went inside the music room.	Ako ay hindi kailanman nakapasok sa loob ng silid ng musika.			Students should often talk to each other so that they will get closer.	Dapat madalas nag-uusap sa isa't-isa ang mga estudyante para maging mas malapit sila.			Is that third computer broken?	Sira ba iyong ikatlong kompyuter?
I rarely go to the study room.	Bihira ako pumunta sa silid-aralan.			There are many students who commit suicide when they get too stressed.	Maraming mga mag-aaral ang nagpapakamatay kapag sobra silang napagod.			Is this third computer on the left is broken?	Sira ba itong ikatlong kompyuter sa kaliwa?
That will be on the test, so keep that in mind.	Iyan ay lalabas sa pagsusulit, kaya panatilihin iyan sa isipan.			We cried on our very first day of school and we will cry even more when we leave school.	Umiyak tayo sa unang araw natin sa eskwelahan at mas iiyak pa tayo kapag tayo ay liliban na ng eskwelahan.			Is that third computer on the left is broken?	Sira ba iyong ikatlong kompyuter sa kaliwa?
I am actually concentrating on not falling asleep.	Ako ay talagang nagsisikap na hindi makatulog.			May God reward you, Ma'am.	Nawa ay gabayan po kayo ng Panginoon, Ginang.			Is this third computer on the right is broken?	Sira ba itong ikatlong kompyuter sa kanan?
I am not sure why you are trying to explain yourself.	Hindi ako sigurado kung bakit mo sinusubukang ipaliwanag ang iyong sarili.			Please avoid erasures.	Paki-iwasan ang pagbura.			Is that third computer on the right is broken?	Sira ba iyong ikatlong kompyuter sa kanan?
Maybe this will help you stay awake.	Baka makatutulong itong magising ka.			Greet the teachers.	Batiin ang mga guro.			Is this third computer in the middle is broken?	Sira ba itong ikatlong kompyuter sa gitna?
Is there some kind of technique?	Mayroon bang isang uri ng pamamaraan?			Study well.	Mag-aral nang mabuti.			Is that third computer in the middle is broken?	Sira ba iyong ikatlong kompyuter sa gitna?
I really need my sleep.	Kailangan ko talaga ang aking tulog.			Wear the proper uniform.	Suotin ang wastong uniporme.			Is the fourth computer broken?	Sira ba ang ikaapat na kompyuter?
So I go to bed early.	Kaya maaga akong humihiga sa kama.			Don't peek at other's answers.	Huwag tumingin sa mga sagot ng iba.			Is the fourth computer on the left is broken?	Sira ba ang ikaapat na kompyuter sa kaliwa?
I cannot copy that.	Hindi ko kaya kopyahin iyan.			Always attend the flag raising ceremony.	Palaging dumalo sa pagtataas ng bandila.			Is the fourth computer on the right is broken?	Sira ba ang ikaapat na kompyuter sa kanan?
I cannot imitate that.	Hindi ko kayang gayahin iyan.			Don't quarrel with your fellow schoolmates.	Huwag makipag-away sa inyong mga kapwa kamag-aral.			Is the fourth computer in the middle is broken?	Sira ba ang ikaapat na kompyuter sa gitna?
I remember this stuff was important.	Naalala kong mahala ang bagay na ito.			Pass the requirement tomorrow.	Ipasa ang gawain bukas.			Is this fourth computer broken?	Sira ba itong ikaapat na kompyuter?
I remember this stuff was important, so I took notes.	Naalala kong mahala ang bagay na ito, kaya kumuha ako ng mga tala.			Clean the assigned area.	Linisin ang itinakdang lugar.			Is that fourth computer broken?	Sira ba iyong ikaapat na kompyuter?
But I was asleep half the time, so I have no idea what I wrote.	Ngunit ako ay tulog sa kalahati ng oras, kaya wala akong ideya kung ano ang isinulat ko.			My favorite topic is Mathematics.	Ang paborito kong paksa ay Matematika.			Is this fourth computer on the left is broken?	Sira ba itong ikaapat na kompyuter sa kaliwa?
But just looking at this makes me feel good about myself.	Ngunit ang pagtingin ko dito ay nagpapasaya sa aking sarili.			The students always go to the school.	Ang mga estudyante ay palaging pumupunta sa paaralan.			Is that fourth computer on the left is broken?	Sira ba iyong ikaapat na kompyuter sa kaliwa?
This is proof that I tried to study.	Ito ay patunay na sinubukan kong mag-aral.			This year, we have a lot of contest.	Ngayong taon, marami kaming mga paligsahan.			Is this fourth computer on the right is broken?	Sira ba itong ikaapat na kompyuter sa kanan?
But what did I write down?	Pero ano ba ang isinulat ko?			It's more fun in the school with friends than in the house.	Mas masaya sa paaralan kasama ang mga kaibigan kaysa sa bahay.			Is that fourth computer on the right is broken?	Sira ba iyong ikaapat na kompyuter sa kanan?
But what did I write down?	Ngunit ano ba ang isinulat ko?			We learned a lot in the school.	Marami kaming natutunan sa paaralan.			Is this fourth computer in the middle is broken?	Sira ba itong ikaapat na kompyuter sa gitna?
But what did I write down?	Subalit ano ba ang isinulat ko?			We have a friends in the school.	Mayroon kaming mga kaibigan sa paaralan.			Is that fourth computer in the middle is broken?	Sira ba iyong ikaapat na kompyuter sa gitna?
What did I write down?	Ano ang isinulat ko?			There are a lot of curriculums in DiCNHS.	Marami ang mga kurikulum sa DiCNHS.			Is the middle computer broken?	Sira ba ang gitnang kompyuter?
Are those formulas?	Iyan ba ay mga pormula?			Many students don't like assignments.	Maraming mga estudyante ang ayaw ng takdang-aralin.			Is the middle computer on the left is broken?	Sira ba ang gitnang kompyuter sa kaliwa?
That means you were not dreaming about history.	Ibig sabihin ay hindi ka nananaginip tungkol sa kasaysayan.			There are already many garbages in school.	Marami na ang mga basura sa paaralan.			Is the middle computer on the right is broken?	Sira ba ang gitnang kompyuter sa kanan?
That means you were not dreaming about world history.	Ibig sabihin ay hindi ka nananaginip tungkol sa kasaysayan ng mundo.			I am talking.	Nagsasalita ako.			Is the middle computer in the middle is broken?	Sira ba ang gitnang kompyuter sa gitna?
It is a good thing you know so much.	Mahusay na bagay na marami kang alam.			May I borrow your ballpen?	Pwede ko bang hiramin ang ballpen mo?			Is this middle computer broken?	Sira ba itong gitnang kompyuter?
I can ask you about anything I do not know.	Kaya kong magtanong sa iyo ng kahit anong hindi ko alam.			Can I borrow your phone ?	Pwede ko bang hiramin ang telepono mo?			Is that middle computer broken?	Sira ba iyong gitnang kompyuter?
I enjoy being praised.	Natutuwa akong mapuri.			Please give me powder.	Pahingingi ng pulbo.			Is this middle computer on the left is broken?	Sira ba itong gitnang kompyuter sa kaliwa?
I became accustomed to looking things up.	Nasanay ako na maghanap ng mga bagay.			Ma'am is already here!	Nandiyan na si ma'am!			Is that middle computer on the left is broken?	Sira ba iyong gitnang kompyuter sa kaliwa?
You know more than I do.	Mas marami kang alam kaysa sa akin.			Erase the board; erase the writings on the board rather.	Burahin ang pisara; burahin ang mga sulat sa pisara pala.			Is this middle computer on the right is broken?	Sira ba itong gitnang kompyuter sa kanan?
I know more than you do.	Mas marami akong alam kaysa sa iyo.			May God reward you ma'am.	Nawa ay ganatimpalaan kayo ng Panginoon ma'am.			Is that middle computer on the right is broken?	Sira ba iyong gitnang kompyuter sa kanan?
I know less than you do.	Mas maunti akong alam kaysa sa iyo.			What's the answer?	Ano'ng sagot?			Is this middle computer in the middle is broken?	Sira ba itong gitnang kompyuter sa gitna?
You know less than I do.	Mas maunti ang alam mo kaysa sa akin.			Let's go to the canteen?	Punta tayong canteen?			Is that middle computer in the middle is broken?	Sira ba iyong gitnang kompyuter sa gitna?
I enjoy learning as well.	Natutuwa rin akong matuto.			The wind!	Ang hangin!			Are the computers broken?	Sira ba ang mga kompyuter?
Now, I enjoy learning as well.	Ngayon, natutuwa na rin akong matuto.			I'm so handsome.	Ang pogi ko naman.			Are the computers on the left broken?	Sira ba ang mga kompyuter sa kaliwa?
There are many sources of information these days.	Maraming pinanggagalingan ng impormasyon ngayong mga araw.			I am astudying in DiCNHS.	Ako ay nag-aaral sa DiCNHS.			Are the computers on the right broken?	Sira ba ang mga kompyuter sa kanan?
And it is fun to learn a lot.	At masayang matututo ng marami.			I came early in school.	Maaga akong punapasok sa paaralan.			Are the computers in the middle broken?	Sira ba ang mga kompyuter sa gitna?
You also have tests right after vacation.	Mayroon ka ring mga pagsusulit pagkatapos ng bakasyon.			DiCNHS has different programs.	My iba't-ibang mga programa ang DiCNHS.			Are these computers broken?	Sira ba itong mga kompyuter?
Use your vacation wisely.	Gamitin ang iyong bakasyon nang matalino.			The program I have chosen is the STEM.	Ang programang aking pinili ay ang STEM.			Are those computers broken?	Sira ba iyong mga kompyuter?
You still have a few days left of school before vacation.	Mayroon ka pang ilang araw sa paaralan bago ang bakasyon.			You will learn a lot in STEM.	Marami kang matututunan sa STEM.			Are these computers on the left broken?	Sira ba itong mga kompyuter sa kaliwa?
When it is home economics, she starts to look below average.	Kapag sa home economics, nagmumukha siyang mababa sa karaniwan.			Science in the first priority of STEM.	Agham ang unang prayoridad ng STEM.			Are those computers on the left broken?	Sira ba iyong mga kompyuter sa kaliwa?
Do you want study for the test together in the library?	Gusto mo bang magkasamang mag-aral sa silid-aklatan?			DiCNHS got so many awards.	Nakakuha ng maraming mga gantimpala ang DiCNHS.			Are these computers on the right broken?	Sira ba itong mga kompyuter sa kanan?
Activities are on hiatus right before a test.	Ang mga gawain ay nakatigil bago ang pagsusulit.			DiCNHS is a public school.	Ang DiCNHS ay isang pampublikong paaralan.			Are those computers on the right broken?	Sira ba iyong mga kompyuter sa kanan?
That is why you study.	Iyan ang dahilan kaya ka mag-aaral.			DiCNHS ia a big school.	Ang DiCNHS ay malaking paaralan.			Are these computers in the middle broken?	Sira ba itong mga kompyuter sa gitna?
When my time is suddenly free, it is like a whole new world is open to me.	Kapag biglang libre ang oras ko, parang may isang bagong mundo ang bukas sa akin.			DiCNHS helps us to develop our skills and to develop our country.	Tinutulungan tayo ng DiCNHS para malinang ang ating sarili at para mapaunlad ang ating bansa.			Are those computers in the middle broken?	Sira ba iyong mga kompyuter sa gitna?
When you look at it that way, I cannot waste the time on studying.	Kapag tinignan mo sa ganoong paraan, hindi ko dapat sayangin ang oras ko sa pag-aaral.			Many students have learned because of the excellent teaching of teachers.	Maraming mga estudyante ang natuto dahil sa mahusay na pagturo ng mga guro.			Are all the computers broken?	Sira ba ang lahat ng mga kompyuter?
You should realize that you are the reason for this study session.	Dapat mong malaman na ikaw ang dahilan para sa sesyon ng pag-aaral na ito.			Classroom officers are reliable when it comes to leading and guiding their classmates.	Ang mga opisyales ng silid-aralan ay maaasahan pagdating sa pangunguna at paggabay sa kanilang mga kaklase.			Are all the computers on the left broken?	Sira ba ang lahat ng mga kompyuter sa kaliwa?
You should realize that you are the reason why we need to study.	Dapat mong malaman na ikaw ang dahilan bakit kailangan nating mag-aral.			Section Cedar is always united in any activity.	Ang seksyon Cedar ay laging nagkakaisa sa anumang aktibidad.			Are all the computers on the right broken?	Sira ba ang lahat ng mga kompyuter sa kanan?
Maybe you cannot concentrate because you have no goal.	Siguro ay hindi mo kayang mag-isip nang mabuti dahil wala kang layunin.			Our periodical exam is near so students are studying well.	Malapit na ang aming pamantayang pagsusulit kaya nag-aaral nang mabuti ang mga estudyante.			Are all the computers in the middle broken?	Sira ba ang lahat ng mga kompyuter sa gitna?
Do you have dreams for the future?	Mayroon ka bang mga pangarap para sa hinaharap?			The class automatically became quiet when the teacher arrived.	Awtomatikong naging tahimik ang klase pagdating ng guro.			Are all these computers broken?	Sira ba lahat itong mga kompyuter?
Translate the next part.	Isalin ang susunod na bahagi.			The students are busy with their projects.	Bisi ang mga estudyante sa kanilang mga proyekto.			Are all those computers broken?	Sira ba lahat iyong mga kompyuter?
Did we learn this?	Natutunan ba natin ito?			The teacher returned the papers of the students and recorded their scores.	Ibinalik ng guro ang mga papel ng mga estudyante at itinala ang kanilang mga marka.			Are all these computers on the left broken?	Sira ba lahat itong mga kompyuter sa kaliwa?
How did the test go?	Kamusta ang nangyari sa pagsusulit?			The first group reported their work excellently so they got a high score.	Iniulat ng unang pangkat nang mahusay ang kanilang gawa kaya nakakuha sila ng mataas na marka.			Are all those computers on the left broken?	Sira ba lahat iyong mga kompyuter sa kaliwa?
What happened in the exam?	Ano ang nangyari sa pagsusulit?			The students laughed at their teacher's joke.	Nagtawanan ang mga estudyante sa biro ng kanilang guro.			Are all these computers on the right broken?	Sira ba lahat itong mga kompyuter sa kanan?
How did you do that?	Paano mo ginawa iyon?			I do not like algebra.	Hindi ko gusto ang algebra.			Are all those computers on the right broken?	Sira ba lahat iyong mga kompyuter sa kanan?
We have more free time during testing season.	Mayroon tayong mas maraming libreng oras habang panahon ng pagsusulit.			The life of a student is difficult.	Ang buhay estudyante ay mahirap.			Are all these computers in the middle broken?	Sira ba lahat itong mga kompyuter sa gitna?
But you end up following your usual schedule.	Ngunit ikaw ay sumunod pa rin sa iyong karaniwang iskedyul.			I need to study math.	Kailangan kong mag-aral ng math.			Are all those computers in the middle broken?	Sira ba lahat iyong mga kompyuter sa gitna?
So you have to cram the night before.	Kaya kailangan mong gawin lahat sa gabi bago ito.			My favorite subject is science.	Ang paborito kong asignatura ay agham.			The fifth computer is broken!	Sira ang ikalimang kompyuter!
You should act more like someone applying for college.	Dapat ay kumilos ka nang mas katulad ng isang taong nag-aaplay para sa kolehiyo.			We have many assignments.	Marami kaming mga takdang-aralin.			The fifth computer on the left is broken!	Sira ang ikalimang kompyuter sa kaliwa!
My first choice is to be a lawyer.	Ang aking unang pagpipilian ay maging abogado.			Our exam is hard.	Ang ating exam ay mahirap.			The fifth computer on the right is broken!	Sira ang ikalimang kompyuter sa kanan!
My second choice is economics.	Ang aking pangalawang pagpipilian ay ekonomiks.			Our assignments is hard.	Ang ating mga takdang-aralin ay mahirap.			The fifth computer in the middle is broken!	Sira ang ikalimang kompyuter sa gitna!
My third choice is literature.	Ang aking pangatlong pagpipilian ay literatura.			Making projects is the worst for me.	Ang paggawa ng mga proyekto ang pinaka-ayaw ko sa lahat.			This fifth computer is broken!	Sira itong ikalimang kompyuter!
I forgot my history book.	Nakalimutan ko ang aking libro sa kasaysayan.			Exam is tomorrow.	Ang pagsusulit ay bukas.			That fifth computer is broken!	Sira iyong ikalimang kompyuter!
I forgot my math book.	Nakalimutan ko ang aking libro sa matematika.			Did you see my bag?	Nakita mo ba ang aking bag?			This fifth computer on the left is broken!	Sira itong ikalimang kompyuter sa kaliwa!
